Opp,FG%,3P%,Rebounds,Blocks,Points,win_rate,group,type,Name,Latitude,Longitude,win_rate_lab,avg_pt_LAB,avg_trb_LAB,avg_blk_LAB,id
TOR,46.9%,35%,6,0,26.5,0.5,30,Age,Toronto Raptors,43.643333,-79.379167,50%,26.5,6,0,28
TOR,57.8%,42.9%,9,2,33,0.5,37,Age,Toronto Raptors,43.643333,-79.379167,50%,33,9,2,28
TOR,54.5%,40%,7,0,19,0,36,Age,Toronto Raptors,43.643333,-79.379167,0%,19,7,0,28
TOR,54.7%,45%,8,0,35,1,23,Age,Toronto Raptors,43.643333,-79.379167,100%,35,8,0,28
TOR,56.2%,28.9%,7.9,0.2,28.8,1,2010-2014 MIA,Team,Toronto Raptors,43.643333,-79.379167,100%,28.8,7.9,0.2,28
TOR,51.1%,16.7%,4,0.5,24,0.5,19,Age,Toronto Raptors,43.643333,-79.379167,50%,24,4,0.5,28
TOR,46.7%,40%,10,1,20,0,35,Age,Toronto Raptors,43.643333,-79.379167,0%,20,10,1,28
TOR,48.8%,19.4%,7,1.7,34,1,22,Age,Toronto Raptors,43.643333,-79.379167,100%,34,7,1.7,28
TOR,56.7%,33.1%,7.2,0.7,28.9,0.7777777777777778,2014-2018 CLE,Team,Toronto Raptors,43.643333,-79.379167,77.8%,28.9,7.2,0.7,28
TOR,58.5%,49.6%,8.2,1,36,1,32,Age,Toronto Raptors,43.643333,-79.379167,100%,36,8.2,1,28
TOR,47.3%,18.8%,8.8,0.8,31.2,0.75,20,Age,Toronto Raptors,43.643333,-79.379167,75%,31.2,8.8,0.8,28
UTA,48.7%,20.8%,5.5,0,26,1,34,Age,Utah Jazz,40.768333,-111.901111,100%,26,5.5,0,29
UTA,37.6%,38.4%,5,0,22,0,29,Age,Utah Jazz,40.768333,-111.901111,0%,22,5,0,29
UTA,54.3%,50%,5,0,51,1,21,Age,Utah Jazz,40.768333,-111.901111,100%,51,5,0,29
UTA,50%,33.3%,12,0,23,0,31,Age,Utah Jazz,40.768333,-111.901111,0%,23,12,0,29
UTA,46%,8.3%,10,0.5,27,1,24,Age,Utah Jazz,40.768333,-111.901111,100%,27,10,0.5,29
UTA,50.8%,27.2%,9,1,25.5,0.5,33,Age,Utah Jazz,40.768333,-111.901111,50%,25.5,9,1,29
UTA,53.8%,20%,4,0,19,0,36,Age,Utah Jazz,40.768333,-111.901111,0%,19,4,0,29
UTA,52.9%,37.5%,7.5,0.5,29,1,37,Age,Utah Jazz,40.768333,-111.901111,100%,29,7.5,0.5,29
UTA,61.7%,46.7%,7.7,1,29.3,1,20,Age,Utah Jazz,40.768333,-111.901111,100%,29.3,7.7,1,29
UTA,72.4%,25%,6.5,1,31,0.5,28,Age,Utah Jazz,40.768333,-111.901111,50%,31,6.5,1,29
UTA,56.3%,40%,8,1,22,1,35,Age,Utah Jazz,40.768333,-111.901111,100%,22,8,1,29
UTA,41.6%,14.6%,13,2.5,29.8,0.5,22,Age,Utah Jazz,40.768333,-111.901111,50%,29.8,13,2.5,29
UTA,53.9%,16.7%,7,0,28.5,1,30,Age,Utah Jazz,40.768333,-111.901111,100%,28.5,7,0,29
UTA,54%,32%,8,0.2,28.9,0.5,2014-2018 CLE,Team,Utah Jazz,40.768333,-111.901111,50%,28.9,8,0.2,29
UTA,35.8%,25%,3.5,1,21.5,0.5,19,Age,Utah Jazz,40.768333,-111.901111,50%,21.5,3.5,1,29
UTA,55%,36%,8.1,1.1,27.6,0.42857142857142855,2010-2014 MIA,Team,Utah Jazz,40.768333,-111.901111,42.9%,27.6,8.1,1.1,29
UTA,61.9%,42.9%,5,2,38,1,23,Age,Utah Jazz,40.768333,-111.901111,100%,38,5,2,29
UTA,60.9%,62.5%,9.5,1.5,32.5,0.5,27,Age,Utah Jazz,40.768333,-111.901111,50%,32.5,9.5,1.5,29
UTA,49.3%,42.2%,9,1.3,29.7,0.3333333333333333,25,Age,Utah Jazz,40.768333,-111.901111,33.3%,29.7,9,1.3,29
UTA,49.4%,30.3%,8.6,1.4,30.6,0.7142857142857143,2003-2010 CLE,Team,Utah Jazz,40.768333,-111.901111,71.4%,30.6,8.6,1.4,29
UTA,58.3%,38.3%,9,0.3,30.3,0.6666666666666666,32,Age,Utah Jazz,40.768333,-111.901111,66.7%,30.3,9,0.3,29
UTA,51.5%,31%,6.9,0.4,24.7,0.8571428571428571,2018-Now LAL,Team,Utah Jazz,40.768333,-111.901111,85.7%,24.7,6.9,0.4,29
WAS,55.6%,33.4%,5,0.5,23,1,34,Age,Washington Wizards,38.898056,-77.020833,100%,23,5,0.5,30
WAS,53.3%,61.1%,8.7,1,35.3,0.3333333333333333,20,Age,Washington Wizards,38.898056,-77.020833,33.3%,35.3,8.7,1,30
WAS,55.6%,50%,7,1,28,0,18,Age,Washington Wizards,38.898056,-77.020833,0%,28,7,1,30
WAS,63.6%,53.4%,8.5,0.5,44,0.5,37,Age,Washington Wizards,38.898056,-77.020833,50%,44,8.5,0.5,30
WAS,48.1%,28.2%,7.9,0.9,29.2,0.6216216216216216,2003-2010 CLE,Team,Washington Wizards,38.898056,-77.020833,62.2%,29.2,7.9,0.9,30
WAS,60.2%,16.7%,8.5,1.5,30,1,26,Age,Washington Wizards,38.898056,-77.020833,100%,30,8.5,1.5,30
WAS,51%,25%,7.5,2,31,1,19,Age,Washington Wizards,38.898056,-77.020833,100%,31,7.5,2,30
WAS,52.3%,31%,6.2,0.4,28.6,0.4,24,Age,Washington Wizards,38.898056,-77.020833,40%,28.6,6.2,0.4,30
WAS,48.8%,23.5%,9.2,1.1,27.8,0.7,23,Age,Washington Wizards,38.898056,-77.020833,70%,27.8,9.2,1.1,30
WAS,48.7%,8.3%,8.3,1.3,22.3,0.6666666666666666,27,Age,Washington Wizards,38.898056,-77.020833,66.7%,22.3,8.3,1.3,30
WAS,40.6%,16%,8,0.8,27.2,1,22,Age,Washington Wizards,38.898056,-77.020833,100%,27.2,8,0.8,30
WAS,48.3%,20%,9,0,31,0,36,Age,Washington Wizards,38.898056,-77.020833,0%,31,9,0,30
WAS,54.5%,17.9%,8,0.3,26,0.3333333333333333,33,Age,Washington Wizards,38.898056,-77.020833,33.3%,26,8,0.3,30
WAS,45.2%,26.4%,7.6,0.6,30.3,0.5,21,Age,Washington Wizards,38.898056,-77.020833,50%,30.3,7.6,0.6,30
WAS,53.1%,32.8%,6.8,0.9,26.3,0.8,2010-2014 MIA,Team,Washington Wizards,38.898056,-77.020833,80%,26.3,6.8,0.9,30
WAS,58.6%,63.3%,2.5,0.5,24.5,1,28,Age,Washington Wizards,38.898056,-77.020833,100%,24.5,2.5,0.5,30
WAS,44.2%,16.2%,7.3,0.3,25.3,0.3333333333333333,29,Age,Washington Wizards,38.898056,-77.020833,33.3%,25.3,7.3,0.3,30
WAS,53%,32.2%,7,0.5,29.7,0.5,2018-Now LAL,Team,Washington Wizards,38.898056,-77.020833,50%,29.7,7,0.5,30
WAS,48.5%,30%,9,0.5,26,0.5,30,Age,Washington Wizards,38.898056,-77.020833,50%,26,9,0.5,30
WAS,52.1%,35.4%,9.5,0.8,29.3,0.6923076923076923,2014-2018 CLE,Team,Washington Wizards,38.898056,-77.020833,69.2%,29.3,9.5,0.8,30
WAS,47.8%,48.1%,11,1,26.7,1,31,Age,Washington Wizards,38.898056,-77.020833,100%,26.7,11,1,30
WAS,53.8%,56%,6.7,1,28.3,1,25,Age,Washington Wizards,38.898056,-77.020833,100%,28.3,6.7,1,30
WAS,54.2%,38.4%,10,1.5,33.2,0.75,32,Age,Washington Wizards,38.898056,-77.020833,75%,33.2,10,1.5,30
